Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Gpu,OpSys,Weight,SSD,HDD,Flash,Hybrid,Price_rupees
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,AMD,Windows 10,2.1,128,0,0,0,44730.0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,AMD,Windows 10,3.25,256,1000,0,0,230895.0
Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,AMD,Windows 10,2.6,128,0,0,0,51345.0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.62,256,0,0,0,91246.05
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,AMD,Windows 10,1.91,256,0,0,0,51343.950000000004
Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,Intel,Windows 10,1.59,128,0,0,0,58065.0
Dell,Notebook,15.6,1366x768,others,4,Intel,Windows 10,1.8,0,500,0,0,32445.0
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,1.5,0,0,32,0,30030.0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Linux,2.4,0,1000,0,0,88830.0
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.35,128,1000,0,0,125055.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,No OS,1.85,128,0,0,0,42367.5
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.3,128,1000,0,0,173775.0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,1.5,256,0,0,0,115395.0
Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.1,512,0,0,0,183634.5
Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.13,512,0,0,0,239610.0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,1.5,128,0,0,0,57645.0
Dell,Workstation,15.6,Full HD 1920x1080,others,8,AMD,Windows 10,2.23,0,500,0,0,143745.0
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,Nvidia,Windows 10,2.0,256,0,0,0,224175.0
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.42,512,0,0,0,263445.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.0,0,1000,0,0,109095.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,3.0,256,1000,0,0,167055.0
Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,Nvidia,Windows 10,2.2,0,1000,0,0,72868.95
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.7,256,0,0,0,141645.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD,Linux,2.33,256,0,0,0,81781.35
HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,AMD,Windows 10,1.91,256,0,0,0,52395.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.1,256,0,0,0,129103.79999999999
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.9,256,0,0,0,98490.0
Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,1.78,256,0,0,0,284760.0
Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.13,1000,0,0,0,275625.0
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,2.2,0,1000,0,0,32130.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.9,256,1000,0,0,160545.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,2.1,256,1000,0,0,120172.5
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Linux,2.5,256,0,0,0,92295.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.8,256,1000,0,0,236145.0
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.1,512,0,0,0,196665.0
Others,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,Intel,Windows 10,1.2,512,0,0,0,183435.0
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,Intel,Windows 10,1.36,512,0,0,0,176400.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,2.2,0,500,0,0,42945.0
Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,Intel,Windows 10,1.15,0,0,32,0,31967.25
Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.67,512,0,0,0,202125.0
Lenovo,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,1.7,512,0,0,0,204015.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,AMD,Windows 10,2.1,0,1000,0,0,49245.0
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel,Windows 10,1.6,256,0,0,0,82846.05
Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.27,256,0,0,0,97440.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,AMD,Linux,2.3,256,0,0,0,62884.5
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,1.65,128,0,0,0,72345.0
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel,Windows 10,1.43,256,0,0,0,157500.0
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.14,0,1000,0,0,56694.75000000001
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,1.75,256,0,0,0,127614.90000000001
Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.0,512,0,0,0,199395.0
Others,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,Intel,Windows 10,1.4,0,0,64,0,47145.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,Intel,Windows 10,2.31,256,0,0,0,149835.0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,Nvidia,Linux,2.3,0,1000,0,0,62685.0
Dell,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16,Nvidia,Windows 10,4.42,256,1000,0,0,293895.0
Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.62,128,1000,0,0,121695.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.02,256,2000,0,0,119952.00000000001
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,Intel,Linux,1.6,256,0,0,0,115395.0
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,Nvidia,Windows 10,3.35,256,1000,0,0,209895.0
Others,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,1.16,32,0,0,0,31395.0
Others,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel,Chrome OS,1.15,0,0,16,0,28245.0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.4,256,0,0,0,106050.0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,Intel,Windows 10,1.7,128,0,0,0,62895.0
Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,Nvidia,Windows 10,2.3,512,0,0,0,256725.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,Nvidia,Windows 10,2.5,512,0,0,0,257145.0
Asus,Gaming,17.3,Full HD 1920x1080,others,8,AMD,Windows 10,3.2,256,1000,0,0,177975.0
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel,Windows 10,2.1,0,500,0,0,36435.0
Others,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16,Intel,Chrome OS,1.1,512,0,0,0,230895.0
Lenovo,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24,Intel,Windows 10,1.32,512,0,0,0,250110.0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel,Linux,2.0,256,0,0,0,58695.0
Lenovo,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8,AMD,Windows 10,2.8,0,1000,0,0,54495.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,AMD,Windows 10,2.2,256,0,0,0,78645.0
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.36,256,0,0,0,150045.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,Intel,Windows 10,2.2,128,0,0,0,36645.0
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.2,128,1000,0,0,115395.0
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,Nvidia,Windows 10,1.64,256,0,0,0,123795.0
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,Intel,Linux,2.4,0,500,0,0,46389.0
Dell,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8,Nvidia,Windows 10,2.23,0,1000,64,0,209265.0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.2,256,0,0,0,107912.7
Others,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16,Intel,Windows 10 S,1.25,512,0,0,0,271845.0
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.91,128,0,0,0,61845.0
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,Nvidia,Windows 10,2.17,256,0,0,0,207375.0
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,Intel,Windows 10,2.31,512,0,0,0,161070.0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.65,256,0,0,0,141225.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.36,128,1000,0,0,102795.0
Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,Intel,Windows 10,1.47,0,500,0,0,50295.0
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,others,8,Nvidia,Windows 10,4.42,0,1000,0,0,214830.0
Others,Ultrabook,13.5,Touchscreen 2256x1504,others,4,Intel,Windows 10 S,1.252,128,0,0,0,103845.0
Others,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8,Intel,Windows 10 S,1.25,256,0,0,0,188895.0
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,Intel,Windows 10,2.5,256,0,0,0,67189.5
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Nvidia,Windows 10,2.23,0,1000,0,0,57120.0
Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel,Windows 10,1.4,128,0,0,0,45675.0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.37,0,1000,0,0,78645.0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD,No OS,1.5,512,0,0,0,83895.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,Nvidia,Windows 10,2.67,256,0,0,0,219450.0
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,Intel,Windows 10,2.0,0,500,0,0,31920.0
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Nvidia,Windows 10,2.2,0,500,0,0,49245.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,2.02,0,2000,0,0,79695.0
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,Nvidia,Windows 10,3.78,0,1000,0,0,178395.0
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,Intel,Windows 10,1.4,256,0,0,0,195090.0
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.29,512,0,0,0,209895.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,AMD,Windows 10,1.9,0,500,0,0,121170.0
Others,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,Intel,Chrome OS,1.1,128,0,0,0,133875.0
Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.42,256,0,0,0,193394.25
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,Intel,Windows 10,2.06,128,1000,0,0,136395.0
Dell,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,Intel,Windows 10,1.79,128,0,0,0,77700.0
Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,1.78,256,0,0,0,252840.0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.7,180,0,0,0,143220.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,2.2,0,1000,0,0,70875.0
Others,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.05,256,0,0,0,175560.0
Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,Windows 10,2.16,512,0,0,0,132510.0
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,2.18,0,1000,0,0,61593.0
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel,Windows 10,1.49,128,0,0,0,76230.0
Others,Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,Intel,Windows 10,1.89,0,0,64,0,26134.5
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,Intel,Windows 10,2.3,128,0,0,0,59325.0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.75,256,0,0,0,110145.0
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,Nvidia,Windows 10,2.17,512,0,0,0,245490.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.06,512,0,0,0,199395.0
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.36,512,0,0,0,188790.0
Asus,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,0.91,512,0,0,0,204750.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,2.3,256,0,0,0,106258.95
Others,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,Intel,Windows 10,1.05,512,0,0,0,293895.0
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,1.99,128,1000,0,0,141750.0
Acer,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,AMD,Windows 10,2.2,0,1000,0,0,60795.0
Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,Nvidia,Windows 10,4.33,256,1000,0,0,133245.0
Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,Intel,Windows 10,1.3,180,0,0,0,115395.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,2.17,256,0,0,0,94384.5
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,Intel,Windows 10,1.48,1000,0,0,0,183645.0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,Intel,Windows 10,1.4,256,0,0,0,99645.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.3,256,0,0,0,95655.0
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10 S,1.2,0,0,64,0,35700.0
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,AMD,Windows 10,1.91,256,0,0,0,64993.950000000004
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.4,256,0,0,0,167895.0
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,2.1,0,500,0,0,31395.0
Lenovo,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel,Chrome OS,1.25,16,0,0,0,27825.0
Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.44,256,0,0,0,99645.0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,2.0,256,1000,0,0,128520.0
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Nvidia,Windows 10,2.2,0,1000,0,0,64365.0
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.34,512,0,0,0,138915.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,No OS,2.4,256,1000,0,0,120645.0
Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.29,128,0,0,0,94395.0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,Nvidia,Windows 10,2.2,0,500,0,0,67095.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.18,0,1000,0,0,87780.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,AMD,Windows 10,2.2,256,2000,0,0,128020.2
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,Nvidia,No OS,1.95,256,0,0,0,146994.75
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,Intel,Windows 10,1.1,0,0,32,0,25725.0
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,Intel,Windows 10,2.04,0,1000,0,0,54754.350000000006
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,Nvidia,Windows 10,2.24,512,0,0,0,311640.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,2.04,256,0,0,0,93345.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,3.0,256,1000,0,0,157920.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.2,256,1000,0,0,146895.0
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.32,256,0,0,0,146895.0
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,Intel,Windows 10,1.64,256,0,0,0,134371.65
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,1.63,128,0,0,0,72345.0
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Linux,2.8,128,1000,0,0,93345.0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel,Windows 7,2.02,256,0,0,0,140700.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,Nvidia,Windows 10,2.2,0,1000,0,0,83895.0
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,Nvidia,No OS,2.2,0,2000,0,0,48195.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,AMD,Windows 10,2.3,0,500,0,0,61425.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,Intel,Windows 10,1.9,256,0,0,0,144585.0
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,4.42,128,1000,0,0,316340.85
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.0,0,500,0,0,90300.0
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,2.0,256,1000,0,0,136395.0
Others,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,Intel,Windows 10,1.2,32,0,0,0,38745.0
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.3,128,1000,0,0,173145.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,Nvidia,Windows 10,1.93,256,0,0,0,143745.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,2.2,256,0,0,0,83728.05
HP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,Intel,Windows 10,1.86,256,0,0,0,41893.950000000004
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,Nvidia,Windows 10,2.62,0,1000,0,0,188895.0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,1.87,256,0,0,0,90195.0
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.2,256,0,0,0,146895.0
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,1.6,128,0,0,0,77266.35
HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.34,256,0,0,0,120225.0
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Linux,2.4,0,1000,0,0,83790.0
Asus,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,AMD,Windows 10,2.0,0,500,0,0,36645.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,2.1,128,0,0,0,74077.5
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel,Windows 10,1.87,0,500,0,0,82425.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,Intel,No OS,2.15,0,1000,0,0,48546.75
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,1.86,0,500,0,0,41685.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.99,512,0,0,0,181545.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,2.2,128,0,0,0,52395.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.9,256,0,0,0,117283.95
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,4.42,256,1000,0,0,283395.0
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,Intel,Windows 10,2.65,0,1000,0,0,57135.75
